Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePriceLog,LotFrontageLog,LotAreaLog,1stFlrSFLog,GrLivAreaLog,2ndFlrDummy,3SsnPorchDummy,AlleyDummy,EnclosedPorchDummy,FireplaceDummy,LowQualFinDummy,OpenPorchDummy,PoolDummy,ScreenPorchDummy,PorchDummy,BsmtDummy,DeckDummy,YrBltAndRemod,TotalSF,Total_sqr_footage,Total_Bathrooms,Total_porch_sf,TotalSFLog,Total_sqr_footageLog,Total_porch_sfLog,TotalSFxOverallQual,GrLivAreaxOverallQual,BsmtFinSF1xOverallQual,LotAreaxOverallQual,TotalSFxLotArea
134,20,RL,60.16148819315271,6853,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,Gd,TA,PConc,Ex,TA,No,GLQ,1005.0,Unf,0.0,262.0,1267.0,GasA,Ex,Y,SBrkr,1296,0,0,1296,1.0,0.0,2,0,2,1,Gd,6,Typ,0,NA,Attchd,2001.0,Fin,2.0,471.0,TA,TA,Y,192,25,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,220000.0,12.301382825334498,4.097032416588827,8.832441791585824,7.16703787691222,7.16703787691222,0,0,0,0,0,0,1,0,0,1,1,1,4003,2563.0,2301.0,3.0,217,2563.0,2301.0,217,20504.0,10368,8040.0,54824,17564239.0
135,20,RL,78.0,10335,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,570.0,Unf,0.0,891.0,1461.0,GasA,Gd,Y,SBrkr,1721,0,0,1721,0.0,0.0,2,1,3,1,TA,7,Min1,1,TA,Attchd,1968.0,RFn,2.0,440.0,TA,TA,Y,0,96,180,0,0,0,NA,MnPrv,NA,0,7,2006,WD,Normal,180000.0,12.100712129872347,4.356708826689592,9.24329147211587,7.450660796211539,7.450660796211539,0,0,0,1,1,0,1,0,0,1,1,0,3961,3182.0,2291.0,2.5,276,3182.0,2291.0,276,15910.0,8605,2850.0,51675,32885970.0
136,20,RL,80.0,10400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1970,1970,Hip,CompShg,Plywood,Plywood,BrkFace,288.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1304.0,1304.0,GasA,Gd,Y,SBrkr,1682,0,0,1682,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1970.0,Unf,2.0,530.0,TA,TA,Y,98,0,0,0,0,0,NA,MnPrv,NA,0,5,2008,WD,Normal,174000.0,12.066810578196666,4.382026634673881,9.249561085129464,7.427738840532894,7.427738840532894,0,0,0,0,1,0,0,0,0,0,1,1,3940,2986.0,1682.0,2.0,98,2986.0,1682.0,98,20902.0,11774,0.0,72800,31054400.0
137,20,RL,74.30367144083337,10355,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,196.0,TA,TA,CBlock,TA,TA,No,BLQ,695.0,Unf,0.0,519.0,1214.0,GasA,TA,Y,SBrkr,1214,0,0,1214,0.0,0.0,2,0,3,1,TA,5,Typ,1,Fa,Attchd,1967.0,RFn,1.0,318.0,TA,TA,Y,0,111,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,143000.0,11.870599909242044,4.308160364242241,9.245224773829685,7.101675971619444,7.101675971619444,0,0,0,0,1,0,1,0,0,1,1,0,3934,2428.0,1909.0,2.0,111,2428.0,1909.0,111,12140.0,6070,3475.0,51775,25141940.0
138,90,RL,82.0,11070,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,7,5,1988,1989,Gable,CompShg,VinylSd,VinylSd,BrkFace,70.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1907.0,1907.0,GasA,Gd,Y,SBrkr,1959,0,0,1959,0.0,0.0,3,0,5,2,TA,9,Typ,0,NA,2Types,1989.0,Unf,3.0,766.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2006,WD,Family,171000.0,12.049418835484797,4.406719247264253,9.311994025702683,7.580189417944541,7.580189417944541,0,0,0,0,0,0,0,0,0,0,1,0,3977,3866.0,1959.0,3.0,0,3866.0,1959.0,0,27062.0,13713,0.0,77490,42796620.0
139,60,RL,73.0,9066,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,668.0,Unf,0.0,336.0,1004.0,GasA,Ex,Y,SBrkr,1004,848,0,1852,0.0,0.0,2,1,3,1,Gd,7,Typ,2,TA,Attchd,1999.0,Fin,3.0,660.0,TA,TA,Y,224,106,0,0,0,0,NA,GdPrv,NA,0,12,2008,WD,Normal,230000.0,12.345834587905333,4.290459441148391,9.112286431500795,6.911747300251674,7.524021415206125,1,0,0,0,1,0,1,0,0,1,1,1,3999,2856.0,2520.0,2.5,330,2856.0,2520.0,330,22848.0,14816,5344.0,72528,25892496.0
140,60,RL,65.0,15426,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,821.0,Unf,0.0,107.0,928.0,GasA,Ex,Y,SBrkr,928,836,0,1764,1.0,0.0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,1997.0,RFn,2.0,470.0,TA,TA,Y,276,99,0,0,0,0,NA,MnPrv,NA,0,8,2009,WD,Normal,231500.0,12.352335152508426,4.174387269895637,9.643809676493944,6.833031732786201,7.475339236566737,1,0,0,0,0,0,1,0,0,1,1,1,3994,2692.0,2585.0,3.5,375,2692.0,2585.0,375,16152.0,10584,4926.0,92556,41526792.0
141,20,RL,70.0,10500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,432.0,Unf,0.0,432.0,864.0,GasA,TA,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,1,Po,NA,1977.0,NA,0.0,0.0,NA,NA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2010,ConLI,Normal,115000.0,11.652687407345388,4.248495242049359,9.259130536145614,6.761572768804055,6.761572768804055,0,0,0,0,1,0,0,0,0,0,1,0,3942,1728.0,1296.0,1.0,0,1728.0,1296.0,0,6912.0,3456,1728.0,42000,18144000.0
142,20,RL,78.0,11645,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300.0,Unf,0.0,434.0,1734.0,GasA,Ex,Y,SBrkr,1734,0,0,1734,1.0,0.0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2005.0,Fin,2.0,660.0,TA,TA,Y,160,24,0,0,0,0,NA,NA,NA,0,1,2006,WD,Normal,260000.0,12.468436909997665,4.356708826689592,9.36263218231844,7.458186157340487,7.458186157340487,0,0,0,0,0,0,1,0,0,1,1,1,4010,3468.0,3034.0,3.0,184,3468.0,3034.0,184,24276.0,12138,9100.0,81515,40384860.0
143,50,RL,71.0,8520,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,No,Rec,507.0,Unf,0.0,403.0,910.0,GasA,Fa,Y,SBrkr,910,475,0,1385,0.0,0.0,2,0,4,1,TA,6,Typ,0,NA,Detchd,2000.0,Unf,2.0,720.0,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,6,2010,WD,Normal,166000.0,12.01974306733868,4.2626798770413155,9.050171619823361,6.813444599510896,7.233455418621439,1,0,0,0,0,0,0,0,0,0,1,0,3904,2295.0,1892.0,2.0,0,2295.0,1892.0,0,11475.0,6925,2535.0,42600,19553400.0
144,20,RL,78.0,10335,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,679.0,Unf,0.0,811.0,1490.0,GasA,Ex,Y,SBrkr,1501,0,0,1501,1.0,0.0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1999.0,RFn,2.0,577.0,TA,TA,Y,144,29,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,204000.0,12.225875272826354,4.356708826689592,9.24329147211587,7.313886831633462,7.313886831633462,0,0,0,0,0,0,1,0,0,1,1,1,3998,2991.0,2180.0,3.0,173,2991.0,2180.0,173,20937.0,10507,4753.0,72345,30911985.0
145,90,RM,70.0,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,TA,TA,CBlock,TA,TA,No,Rec,1332.0,Unf,0.0,396.0,1728.0,GasA,TA,Y,SBrkr,1728,0,0,1728,1.0,0.0,2,0,6,2,TA,10,Typ,0,NA,Detchd,1963.0,Unf,2.0,504.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,11,2006,ConLI,Abnorml,125000.0,11.736069016284437,4.248495242049359,9.116029692504942,7.454719949364001,7.454719949364001,0,0,0,0,0,0,0,0,0,0,1,0,3926,3456.0,3060.0,3.0,0,3456.0,3060.0,0,17280.0,8640,6660.0,45500,31449600.0
146,160,RM,24.0,2522,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,6,5,2004,2006,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,970.0,GasA,Ex,Y,SBrkr,970,739,0,1709,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,NA,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,0,0,NA,NA,NA,0,4,2006,WD,Normal,130000.0,11.77528972943772,3.1780538303479458,7.8328075165248645,6.877296071497429,7.443663683115591,1,0,0,0,0,0,1,0,0,1,1,0,4010,2679.0,1709.0,2.0,40,2679.0,1709.0,40,16074.0,10254,0.0,15132,6756438.0
147,30,RM,51.0,6120,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1931,1993,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,209.0,Unf,0.0,506.0,715.0,GasA,TA,Y,FuseA,875,0,0,875,1.0,0.0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1931.0,Unf,1.0,180.0,Fa,TA,Y,48,0,0,0,0,0,NA,NA,NA,0,11,2009,WD,Normal,105000.0,11.56171562913966,3.9318256327243257,8.719317375506371,6.774223886357614,6.774223886357614,0,0,0,0,0,0,0,0,0,0,1,1,3924,1590.0,1084.0,2.0,48,1590.0,1084.0,48,7950.0,4375,1045.0,30600,9730800.0
148,60,RL,71.24801673925506,9505,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,Ex,Y,SBrkr,884,1151,0,2035,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,2001.0,Fin,2.0,434.0,TA,TA,Y,144,48,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,222500.0,12.312682380588432,4.266166983522827,9.15957325492253,6.784457062637643,7.618251097876695,1,0,0,0,1,0,1,0,0,1,1,1,4002,2919.0,2035.0,2.5,192,2919.0,2035.0,192,20433.0,14245,0.0,66535,27745095.0
149,20,RL,63.0,7500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,TA,TA,PConc,Gd,TA,No,GLQ,680.0,Unf,0.0,400.0,1080.0,GasA,Ex,Y,SBrkr,1080,0,0,1080,1.0,0.0,1,0,3,1,Gd,6,Typ,0,NA,NA,2004.0,NA,0.0,0.0,NA,NA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2008,WD,Normal,141000.0,11.856515169360305,4.143134726391533,8.922658299524402,6.984716320118266,6.984716320118266,0,0,0,0,0,0,0,0,0,0,1,0,4009,2160.0,1760.0,2.0,0,2160.0,1760.0,0,15120.0,7560,4760.0,52500,16200000.0
150,50,RM,57.149278801435486,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,896.0,896.0,GasA,Gd,Y,FuseA,896,448,0,1344,0.0,0.0,1,0,3,1,TA,7,Typ,0,NA,Detchd,1936.0,Unf,1.0,240.0,Fa,TA,Y,200,114,0,0,0,0,NA,NA,NA,0,4,2006,WD,Normal,115000.0,11.652687407345388,4.04566677076374,8.738735461363474,6.79794041297493,7.203405521083095,1,0,0,0,0,0,1,0,0,1,1,1,3886,2240.0,1344.0,1.0,314,2240.0,1344.0,314,11200.0,6720,0.0,31200,13977600.0
151,20,RL,120.0,10356,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,716.0,Unf,0.0,253.0,969.0,GasA,TA,Y,SBrkr,969,0,0,969,0.0,0.0,1,1,3,1,TA,5,Typ,0,NA,Attchd,1975.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,1,2007,WD,Normal,122000.0,11.711776323715394,4.787491742782046,9.245321340871428,6.876264611890766,6.876264611890766,0,0,0,0,0,0,0,0,0,0,1,0,3950,1938.0,1685.0,1.5,0,1938.0,1685.0,0,9690.0,4845,3580.0,51780,20069928.0
152,20,RL,107.0,13891,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,436.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1400.0,Unf,0.0,310.0,1710.0,GasA,Ex,Y,SBrkr,1710,0,0,1710,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3.0,866.0,TA,TA,Y,0,102,0,0,0,0,NA,NA,NA,0,1,2008,New,Partial,372402.0,12.827729194939907,4.672828834461906,9.53899642739739,7.444248649496705,7.444248649496705,0,0,0,0,1,0,1,0,0,1,1,0,4015,3420.0,3110.0,3.0,102,3420.0,3110.0,102,27360.0,13680,11200.0,111128,47507220.0
153,60,RL,87.78278779772378,14803,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,252.0,TA,TA,CBlock,TA,TA,No,Rec,416.0,Unf,0.0,409.0,825.0,GasA,Gd,Y,SBrkr,1097,896,0,1993,0.0,0.0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,1971.0,RFn,2.0,495.0,TA,TA,Y,0,66,0,0,0,0,NA,GdWo,NA,0,6,2006,WD,Normal,190000.0,12.154779351142624,4.474865442672665,9.602585141913492,7.00033446027523,7.597396320212795,1,0,0,0,1,0,1,0,0,1,1,0,3942,2818.0,2409.0,2.5,66,2818.0,2409.0,66,16908.0,11958,2496.0,88818,41714854.0
154,20,RL,84.19135936386871,13500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,429.0,ALQ,1080.0,93.0,1602.0,GasA,Gd,Y,SBrkr,1252,0,0,1252,1.0,0.0,1,0,1,1,TA,4,Typ,1,Gd,Attchd,1960.0,RFn,2.0,564.0,TA,TA,Y,409,0,0,0,0,0,NA,NA,NA,0,3,2008,WD,Normal,235000.0,12.367340793126296,4.433092295600843,9.51044496442652,7.132497551660044,7.132497551660044,0,0,0,0,1,0,0,0,0,0,1,1,3935,2854.0,2761.0,2.0,409,2854.0,2761.0,409,17124.0,7512,2574.0,81000,38529000.0
155,30,RM,84.0,11340,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1200.0,1200.0,GasA,TA,Y,FuseA,1200,0,0,1200,0.0,0.0,1,0,4,1,TA,7,Typ,0,NA,Detchd,1923.0,Unf,1.0,312.0,Fa,Fa,Y,0,0,228,0,0,0,NA,NA,NA,0,3,2006,WD,Family,125000.0,11.736069016284437,4.430816798843313,9.336091577281744,7.090076835776092,7.090076835776092,0,0,0,1,0,0,0,0,0,1,1,0,3873,2400.0,1200.0,1.0,228,2400.0,1200.0,228,14400.0,7200,0.0,68040,27216000.0
156,50,RL,60.0,9600,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,572.0,572.0,Grav,Fa,N,FuseF,572,524,0,1096,0.0,0.0,1,0,2,1,TA,5,Typ,0,NA,NA,1943.0,NA,0.0,0.0,NA,NA,N,0,8,128,0,0,0,NA,NA,NA,0,4,2008,WD,Normal,79000.0,11.27720313144916,4.0943445622221,9.169518377455928,6.349138991379798,6.999422467507961,1,0,0,1,0,0,1,0,0,1,1,0,3874,1668.0,1096.0,1.0,136,1668.0,1096.0,136,10008.0,6576,0.0,57600,16012800.0
157,20,RL,60.0,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,GasA,TA,Y,FuseF,1040,0,0,1040,0.0,0.0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1950.0,Unf,2.0,625.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2006,WD,Normal,109500.0,11.603679828238693,4.0943445622221,8.881836305004146,6.946975992135418,6.946975992135418,0,0,0,0,0,0,0,0,0,0,0,0,3900,1040.0,1040.0,1.0,0,1040.0,1040.0,0,5200.0,5200,0.0,36000,7488000.0
158,60,RL,92.0,12003,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,BrkFace,84.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,774.0,774.0,GasA,Ex,Y,SBrkr,774,1194,0,1968,0.0,0.0,2,1,4,1,Ex,8,Typ,1,Gd,BuiltIn,2009.0,Fin,3.0,680.0,TA,TA,Y,0,75,0,0,0,0,NA,NA,NA,0,5,2010,New,Partial,269500.0,12.504323669331189,4.5217885770490405,9.392911897525345,6.651571873589727,7.584773077612199,1,0,0,0,1,0,1,0,0,1,1,0,4019,2742.0,1968.0,2.5,75,2742.0,1968.0,75,21936.0,15744,0.0,96024,32912226.0
159,60,FV,100.0,12552,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,222.0,Unf,0.0,769.0,991.0,GasA,Ex,Y,SBrkr,991,956,0,1947,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,RFn,2.0,678.0,TA,TA,Y,0,136,0,0,0,0,NA,GdWo,NA,0,5,2010,WD,Normal,254900.0,12.448626590364206,4.605170185988092,9.437635294412868,6.898714534329988,7.5740450053721995,1,0,0,0,1,0,1,0,0,1,1,0,4009,2938.0,2169.0,2.5,136,2938.0,2169.0,136,20566.0,13629,1554.0,87864,36877776.0
160,60,RL,134.0,19378,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,57.0,Unf,0.0,1335.0,1392.0,GasA,Ex,Y,SBrkr,1392,1070,0,2462,1.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,2006.0,RFn,2.0,576.0,TA,TA,Y,239,132,0,168,0,0,NA,NA,NA,0,3,2006,New,Partial,320000.0,12.676076274775909,4.897839799950911,9.87189368094495,7.238496840894365,7.808729306744399,1,1,0,0,1,0,1,0,0,1,1,1,4011,3854.0,2519.0,3.5,539,3854.0,2519.0,539,26978.0,17234,399.0,135646,74682812.0
161,20,RL,76.89682241792258,11120,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,660.0,Unf,0.0,572.0,1232.0,GasA,TA,Y,SBrkr,1232,0,0,1232,0.0,0.0,2,0,3,1,TA,6,Typ,0,NA,Attchd,1984.0,Unf,2.0,516.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,162500.0,11.998433280751929,4.342464554694568,9.316500567804573,7.116394144093465,7.116394144093465,0,0,0,0,0,0,0,0,0,0,1,0,3968,2464.0,1892.0,2.0,0,2464.0,1892.0,0,14784.0,7392,3960.0,66720,27399680.0
162,60,RL,110.0,13688,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,664.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1016.0,Unf,0.0,556.0,1572.0,GasA,Ex,Y,SBrkr,1572,1096,0,2668,1.0,0.0,2,1,3,1,Ex,10,Typ,2,Gd,BuiltIn,2003.0,Fin,3.0,726.0,TA,TA,Y,400,0,0,0,0,0,NA,NA,NA,0,3,2008,WD,Normal,412500.0,12.929991484756872,4.700480365792417,9.52427481557203,7.360103972989152,7.889084407035514,1,0,0,0,1,0,0,0,0,0,1,1,4007,4240.0,3684.0,3.5,400,4240.0,3684.0,400,38160.0,24012,9144.0,123192,58037120.0
163,20,RL,95.0,12182,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,PConc,Gd,TA,Mn,BLQ,1201.0,Unf,0.0,340.0,1541.0,GasA,Ex,Y,SBrkr,1541,0,0,1541,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,RFn,2.0,532.0,TA,TA,Y,0,70,0,0,0,0,NA,NA,NA,0,5,2010,New,Partial,220000.0,12.301382825334498,4.553876891600541,9.40771473139643,7.340186835320115,7.340186835320115,0,0,0,0,1,0,1,0,0,1,1,0,4010,3082.0,2742.0,2.0,70,3082.0,2742.0,70,21574.0,10787,8407.0,85274,37544924.0
164,45,RL,55.0,5500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,882.0,882.0,GasA,Ex,Y,SBrkr,882,0,0,882,0.0,0.0,1,0,1,1,TA,4,Typ,0,NA,NA,1966.0,NA,0.0,0.0,NA,NA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,4,2007,WD,Normal,103200.0,11.544424132029599,4.007333185232471,8.612503371220562,6.782192056006791,6.782192056006791,0,0,0,0,0,0,0,0,0,0,1,0,3912,1764.0,882.0,1.0,0,1764.0,882.0,0,7056.0,3528,0.0,22000,9702000.0
165,40,RM,40.0,5400,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,7,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,Mn,LwQ,370.0,Unf,0.0,779.0,1149.0,GasA,Gd,Y,FuseA,1149,467,0,1616,0.0,0.0,2,0,3,1,Gd,5,Typ,0,NA,Detchd,1926.0,Unf,1.0,216.0,TA,TA,Y,0,0,183,0,0,0,NA,NA,NA,0,10,2007,WD,Normal,152000.0,11.931635799828413,3.6888794541139363,8.594154232552366,7.046647277848756,7.38770923908104,1,0,1,1,0,0,0,0,0,1,1,0,3930,2765.0,1986.0,2.0,183,2765.0,1986.0,183,16590.0,9696,2220.0,32400,14931000.0
166,190,RL,62.0,10106,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,351.0,Rec,181.0,112.0,644.0,GasA,Gd,Y,SBrkr,808,547,0,1355,1.0,0.0,2,0,4,2,TA,6,Typ,0,NA,NA,1954.0,NA,0.0,0.0,NA,NA,Y,140,0,0,0,0,0,NA,NA,NA,0,9,2008,WD,Normal,127500.0,11.755871643580617,4.127134385045092,9.220884585851854,6.694562058521095,7.2115567333138015,1,0,0,0,0,0,0,0,0,0,1,1,3939,1999.0,1887.0,3.0,140,1999.0,1887.0,140,9995.0,6775,1755.0,50530,20201894.0
